Unnamed: 0,Unnamed: 1,Unnamed: 2
3-6规模以上工业企业情况,,
Basic Conditions of Industrial Enterprises above Designated Size,,
,,
单位：个,,
(unit),,
,,
城市,City,规模以上工业 企业单位数 Number of Industrial Enterprises above Designated Size
  漳平市,  Zhangping,152
  福安市,  Fu'an,271
  福鼎市,  Fuding,268
江西省,Jiangxi,
  乐平市,  Leping,205
  瑞昌市,  Ruichang,277
  共青城市,  Gongqingcheng,199
  庐山市,  Lushan,133
  贵溪市,  Guixi,210
  瑞金市,  Ruijin,122
  龙南市,  Longnan,209
  井冈山市,  Jinggangshan,59
  丰城市,  Fengcheng,371
  樟树市,  Zhangshu,339
  高安市,  Gaoan,286
  德兴市,  Dexing,227
山东省,Shandong,
  胶州市,  Jiaozhou,935
  平度市,  Pingdu,531
  莱西市,  Laixi,355
  滕州市,  Tengzhou,411
  龙口市,  Longkou,329
  莱阳市,  Laiyang,280
  莱州市,  Laizhou,303
  招远市,  Zhaoyuan,177
  栖霞市,  Qixia,83
  海阳市,  Haiyang,236
  青州市,  Qingzhou,421
  诸城市,  Zhucheng,505
  寿光市,  Shouguang,474
  安丘市,  Anqiu,389
  高密市,  Gaomi,468
  昌邑市,  Changyi,312
  曲阜市,  Qufu,203
  邹城市,  Zoucheng,257
  新泰市,  Xintai,332
  肥城市,  Feicheng,260
  荣成市,  Rongcheng,304
  乳山市,  Rushan,155
  乐陵市,  Laoling,143
  禹城市,  Yucheng,208
  临清市,  Linqing,250
  邹平市,  Zouping,467
河南省,Henan,
  巩义市,  Gongyi,558
  荥阳市,  Xingyang,283
  新密市,  Xinmi,308
  新郑市,  Xinzheng,269
  登封市,  Dengfeng,242
  舞钢市,  Wugang,67
  汝州市,  Ruzhou,196
  林州市,  Linzhou,195
  卫辉市,  Weihui,110
  辉县市,  Huixian,253
  长垣市,  Changyuan,314
  沁阳市,  Qinyang,186
  孟州市,  Mengzhou,130
  禹州市,  Yuzhou,541
  长葛市,  Changge,544
  义马市,  Yima,54
  灵宝市,  Lingbao,123
  邓州市,  Dengzhou,208
  永城市,  Yongcheng,345
  项城市,  Xiangcheng,249
  济源市,  Jiyuan,279
湖北省,Hubei,
  大冶市,  Daye,530
  丹江口市,  Danjiangkou,217
  宜都市,  Yidu,301
  当阳市,  Dangyang,258
  枝江市,  Zhijiang,276
  老河口市,  Laohekou,279
  枣阳市,  Zaoyang,323
  宜城市,  Yicheng,203
  钟祥市,  Zhongxiang,259
  京山市,  Jingshan,312
  应城市,  Yingcheng,167
  安陆市,  Anlu,135
  汉川市,  Hanchuan,553
  石首市,  Shishou,161
  洪湖市,  Honghu,179
  松滋市,  Songzi,182
  监利市,  Jianli,201
  麻城市,  Macheng,347
  武穴市,  Wuxue,200
  赤壁市,  Chibi,250
  广水市,  Guangshui,213
  恩施市,  Enshi,149
  利川市,  Lichuan,84
  仙桃市,  Xiantao,544
  潜江市,  Qianjiang,328
  天门市,  Tianmen,290
湖南省,Hunan,
  浏阳市,  Liuyang,947
  宁乡市,  Ningxiang,606
  醴陵市,  Liling,623
  湘乡市,  Xiangxiang,333
  韶山市,  Shaoshan,95
  耒阳市,  Leiyang,171
  常宁市,  Changning,159
  武冈市,  Wugang,120
  邵东市,  Shaodong,681
  汨罗市,  Miluo,230
  临湘市,  Linxiang,211
  津市市,  Jinshi,165
  沅江市,  Yuanjiang,188
  资兴市,  Zixing,157
  祁阳市,  Qiyang,195
  洪江市,  Hongjiang,127
  冷水江市,  Lengshuijiang,82
  涟源市,  Lianyuan,193
  吉首市,  Jishou,110
广东省,Guangdong,
  乐昌市,  Lechang,87
  南雄市,  Nanxiong,80
  台山市,  Taishan,324
  开平市,  Kaiping,438
  鹤山市,  Heshan,638
  恩平市,  Enping,185
  廉江市,  Lianjiang,191
  雷州市,  Leizhou,65
  吴川市,  Wuchuan,128
  高州市,  Gaozhou,163
  化州市,  Huazhou,125
  信宜市,  Xinyi,54
  四会市,  Sihui,617
  兴宁市,  Xingning,95
  陆丰市,  Lufeng,97
  阳春市,  Yangchun,77
  英德市,  Yingde,233
  连州市,  Lianzhou,70
  普宁市,  Puning,350
  罗定市,  Luoding,84
广西壮族自治区,Guangxi,
  横州市,  Hengzhou,181
  荔浦市,  Lipu,84
  岑溪市,  Cenxi,189
  东兴市,  Dongxing,36
  桂平市,  Guiping,169
  北流市,  Beiliu,245
  靖西市,  Jingxi,46
  平果市,  Pingguo,117
  合山市,  Heshan,33
  凭祥市,  Pingxiang,71
海南省,Hainan,
  五指山市,  Wuzhishan,4
  琼海市,  Qionghai,16
  文昌市,  Wenchang,33
  万宁市,  Wanning,63
  东方市,  Donofang,28
四川省,Sichuan,
  都江堰市,  Dujiangyan,154
  彭州市,  Pengzhou,245
  邛崃市,  Qionglai,192
  崇州市,  Chongzhou,273
  简阳市,  Jianyang,143
  广汉市,  Guanghan,403
  什邡市,  Shifang,270
  绵竹市,  Mianzhu,176
  江油市,  Jiangyou,256
  射洪市,  Shehong,140
  隆昌市,  Longchang,156
  峨眉山市,  Emeishan,95
  阆中市,  Langzhong,98
  华蓥市,  Huaying,99
  万源市,  Wanyuan,75
  马尔康市,  Maerkang,6
  康定市,  Kangding,21
  西昌市,  Xichang,104
  会理市,  Huili,42
贵州省,Guizhou,
  清镇市,  Qingzhen,118
  盘州市,  Panzhou,203
  赤水市,  Chishui,75
  仁怀市,  Renhuai,150
  黔西市,  Qianxi,39
  兴义市,  Xingyi,163
  兴仁市,  Xingren,56
  凯里市,  Kaili,104
  都匀市,  Duyun,53
  福泉市,  Fuquan,91
云南省,Yunnan,
  安宁市,  Anning,144
  宣威市,  Xuanwei,114
  澄江市,  Chengjiang,32
  腾冲市,  Tengchong,63
  水富市,  Shuifu,20
  楚雄市,  Chuxiong,88
  禄丰市,  Lufeng,46
  个旧市,  Gejiu,91
  开远市,  Kaiyuan,107
  蒙自市,  Mengzi,65
  弥勒市,  Mile,72
  文山市,  Wenshan,43
  景洪市,  Jinghong,72
  大理市,  Dali,67
  瑞丽市,  Ruili,27
  芒市,  Mangshi,43
  泸水市,  Lushui,17
  香格里拉市,  Shangri-la,18
西藏自治区,Xizang,
 米林市,Milin,1
  错那市,Cuona,
陕西省,Shaanxi,
  兴平市,  Xingping,161
  彬州市,  Binzhou,46
  韩城市,  Hancheng,99
  华阴市,  Huayin,25
  子长市,  Zichang,36
  神木市,  Shenmu,353
  旬阳市,  Xunyang,75
甘肃省,Gansu,
  华亭市,  Huating,23
  玉门市,  Yumen,89
  敦煌市,  Dunhuang,30
  临夏市,  Linxia,16
  合作市,  Hezuo,9
青海省,Qinghai,
  同仁市,  Tongren,4
  玉树市,  Yushu,
  格尔木市,  Golmud,75
  德令哈市,  Delingha,46
  茫崖市,  Mangya,16
宁夏回族自治区,Ningxia,
  灵武市,  Lingwu,170
  青铜峡市,  Qingtongxia,98
新疆维吾尔自治区,Xinjiang,
  昌吉市,  Changji,173
  阜康市,  Fukang,88
  博乐市,  Bole,57
  阿拉山口市,  Alashankou,39
  库尔勒市,  Korla,96
  阿克苏市,  Akesu,130
  库车市,  Kuche,92
  阿图什市,  Artux,26
  喀什市,  Kashi,51
  和田市,  Hetian,30
  伊宁市,  Yining,43
  奎屯市,  Kuitun,45
  霍尔果斯市,  Horgos,32
  塔城市,  Tacheng,14
  乌苏市,  Wusu,39
  沙湾市,  Shawan,33
  阿勒泰市,  Aletai,10
  石河子市,  Shihezi,113
  阿拉尔市,  Alar,173
  图木舒克市,  Tumushuke,95
  五家渠市,  Wujiaqu,65
  北屯市,  Beitun,21
  铁门关市,  Tiemenguan,97
  双河市,  Shuanghe,35
  可克达拉市,  Cocodala,31
  昆玉市,  Kunyu,14
  胡杨河市,  Huyanghe,74
  新星市,  Xinxing,128
  白杨市,Baiyang,7
