Unnamed: 0,Unnamed: 1,Unnamed: 2
3-2行政区域土地面积,,
Total Land Area of Administrative region,,
,,
单位：平方公里                                                                             (sq.km),,
,,
城 市,City,行政区域土地面积 Total Land Area of Administrative region
  广德市,  Guangde,2116
福建省,Fujian,
  福清市,  Fuqing,1701
  永安市,  Yong'an,2931
  石狮市,  Shishi,188
  晋江市,  Jinjiang,734
  南安市,  Nan'an,2031
  邵武市,  Shaowu,2859
  武夷山市,  Wuyishan,2803
  建瓯市,  Jian'ou,4199
  漳平市,  Zhangping,2956
  福安市,  Fu'an,1810
  福鼎市,  Fuding,1526
江西省,Jiangxi,
  乐平市,  Leping,1985
  瑞昌市,  Ruichang,1419
  共青城市,  Gongqingcheng,309
  庐山市,  Lushan,765
  贵溪市,  Guixi,2493
  瑞金市,  Ruijin,2441
  龙南市,  Longnan,1646
  井冈山市,  Jinggangshan,1449
  丰城市,  Fengcheng,2845
  樟树市,  Zhangshu,1289
  高安市,  Gaoan,2429
  德兴市,  Dexing,2079
山东省,Shandong,
  胶州市,  Jiaozhou,1324
  平度市,  Pingdu,3176
  莱西市,  Laixi,1568
  滕州市,  Tengzhou,1495
  龙口市,  Longkou,941
  莱阳市,  Laiyang,1730
  莱州市,  Laizhou,1949
  招远市,  Zhaoyuan,1432
  栖霞市,  Qixia,1793
  海阳市,  Haiyang,1916
  青州市,  Qingzhou,1561
  诸城市,  Zhucheng,2151
  寿光市,  Shouguang,1997
  安丘市,  Anqiu,1712
  高密市,  Gaomi,1524
  昌邑市,  Changyi,1631
  曲阜市,  Qufu,815
  邹城市,  Zoucheng,1617
  新泰市,  Xintai,1934
  肥城市,  Feicheng,1278
  荣成市,  Rongcheng,1556
  乳山市,  Rushan,1660
  乐陵市,  Laoling,1173
  禹城市,  Yucheng,992
  临清市,  Linqing,951
  邹平市,  Zouping,1250
河南省,Henan,
  巩义市,  Gongyi,1043
  荥阳市,  Xingyang,943
  新密市,  Xinmi,996
  新郑市,  Xinzheng,884
  登封市,  Dengfeng,1217
  舞钢市,  Wugang,665
  汝州市,  Ruzhou,1572
  林州市,  Linzhou,2062
  卫辉市,  Weihui,859
  辉县市,  Huixian,1681
  长垣市,  Changyuan,1051
  沁阳市,  Qinyang,595
  孟州市,  Mengzhou,542
  禹州市,  Yuzhou,1469
  长葛市,  Changge,650
  义马市,  Yima,112
  灵宝市,  Lingbao,3011
  邓州市,  Dengzhou,2360
  永城市,  Yongcheng,2021
  项城市,  Xiangcheng,1086
  济源市,  Jiyuan,1899
湖北省,Hubei,
  大冶市,  Daye,1566
  丹江口市,  Danjiangkou,3129
  宜都市,  Yidu,1353
  当阳市,  Dangyang,2150
  枝江市,  Zhijiang,1375
  老河口市,  Laohekou,1052
  枣阳市,  Zaoyang,3276
  宜城市,  Yicheng,2114
  钟祥市,  Zhongxiang,4377
  京山市,  Jingshan,3564
  应城市,  Yingcheng,1103
  安陆市,  Anlu,1353
  汉川市,  Hanchuan,1659
  石首市,  Shishou,1406
  洪湖市,  Honghu,2444
  松滋市,  Songzi,2177
  监利市,  Jianli,3201
  麻城市,  Macheng,3604
  武穴市,  Wuxue,1246
  赤壁市,  Chibi,1718
  广水市,  Guangshui,2646
  恩施市,  Enshi,3967
  利川市,  Lichuan,4606
  仙桃市,  Xiantao,2519
  潜江市,  Qianjiang,1993
  天门市,  Tianmen,2614
湖南省,Hunan,
  浏阳市,  Liuyang,4998
  宁乡市,  Ningxiang,2906
  醴陵市,  Liling,2157
  湘乡市,  Xiangxiang,1966
  韶山市,  Shaoshan,247
  耒阳市,  Leiyang,2648
  常宁市,  Changning,2048
  武冈市,  Wugang,1539
  邵东市,  Shaodong,1779
  汨罗市,  Miluo,1670
  临湘市,  Linxiang,1719
  津市市,  Jinshi,556
  沅江市,  Yuanjiang,2129
  资兴市,  Zixing,2730
  祁阳市,  Qiyang,2538
  洪江市,  Hongjiang,2223
  冷水江市,  Lengshuijiang,438
  涟源市,  Lianyuan,1813
  吉首市,  Jishou,1096
广东省,Guangdong,
  乐昌市,  Lechang,2419
  南雄市,  Nanxiong,2326
  台山市,  Taishan,3308
  开平市,  Kaiping,1657
  鹤山市,  Heshan,1083
  恩平市,  Enping,1694
  廉江市,  Lianjiang,2867
  雷州市,  Leizhou,3709
  吴川市,  Wuchuan,877
  高州市,  Gaozhou,3271
  化州市,  Huazhou,2357
  信宜市,  Xinyi,3084
  四会市,  Sihui,1263
  兴宁市,  Xingning,2075
  陆丰市,  Lufeng,1704
  阳春市,  Yangchun,4038
  英德市,  Yingde,5634
  连州市,  Lianzhou,2668
  普宁市,  Puning,1620
  罗定市,  Luoding,2335
广西壮族自治区,Guangxi,
  横州市,  Hengzhou,3448
  荔浦市,  Lipu,1762
  岑溪市,  Cenxi,2770
  东兴市,  Dongxing,590
  桂平市,  Guiping,4071
  北流市,  Beiliu,2452
  靖西市,  Jingxi,3326
  平果市,  Pingguo,2457
  合山市,  Heshan,366
  凭祥市,  Pingxiang,645
海南省,Hainan,
  五指山市,  Wuzhishan,1144
  琼海市,  Qionghai,1716
  文昌市,  Wenchang,2459
  万宁市,  Wanning,1905
  东方市,  Dongfang,2273
四川省,Sichuan,
  都江堰市,  Dujiangyan,1208
  彭州市,  Pengzhou,1421
  邛峡市,  Qionglai,1377
  崇州市,  Chongzhou,1089
  简阳市,  Jianyang,2214
  广汉市,  Guanghan,549
  什邡市,  Shifang,820
  绵竹市,  Mianzhu,1246
  江油市,  Jiangyou,2721
  射洪市,  Shehong,1496
  隆昌市,  Longchang,794
  峨眉山市,  Emeishan,1181
  阆中市,  Langzhong,1876
  华蓥市,  Huaying,464
  万源市,  Wanyuan,4053
  马尔康市,  Maerkang,6628
  康定市,  Kangding,11593
  西昌市,  Xichang,2882
  会理市,  Huili,4518
贵州省,Guizhou,
  清镇市,  Qingzhen,1387
  盘州市,  Panzhou,4040
  赤水市,  Chishui,1852
  仁怀市,  Renhuai,1790
  黔西市,  Qianxi,2556
  兴义市,  Xingyi,2908
  兴仁市,  Xingren,1778
  凯里市,  Kaili,1570
  都匀市,  Duyun,2285
  福泉市,  Fuquan,1692
云南省,Yunnan,
  安宁市,  Anning,1302
  宣威市,  Xuanwei,6053
  澄江市,  Chengjiang,773
  腾冲市,  Tengchong,5697
  水富市,  Shuifu,443
  楚雄市,  Chuxiong,4434
  禄丰市,  Lufeng,3549
  个旧市,  Gejiu,1557
  开远市,  Kaiyuan,1940
  蒙自市,  Mengzi,2207
  弥勒市,  Mile,3913
  文山市,  Wenshan,2977
  景洪市,  Jinghong,6869
  大理市,  Dali,1739
  瑞丽市,  Ruili,945
  芒市,  Mangshi,2901
  泸水市,  Lushui,3088
  香格里拉市,  Shangri-la,11419
西藏自治区,Xizang,
米林市,Milin,9490
  错那市,Cuona,35191
陕西省,Shaanxi,
  兴平市,  Xingping,508
  彬州市,  Binzhou,1184
  韩城市,  Hancheng,1621
  华阴市,  Huayin,817
  子长市,  Zichang,2396.5
  神木市,  Shenmu,7635
  旬阳市,  Xunyang,3540.7
甘肃省,Gansu,
  华亭市,  Huating,1200.7
  玉门市,  Yumen,13496
  敦煌市,  Dunhuang,26719.5
  临夏市,  Linxia,89
  合作市,  Hezuo,2091.2
青海省,Qinghai,
  同仁市,  Tongren,3275
  玉树市,  Yushu,15411
  格尔木市,  Golmud,119175.6
  德令哈市,  Delingha,27700
  茫崖市,  Mangya,49859
宁夏回族自治区,Ningxia,
  灵武市,  Lingwu,3009
  青铜峡市,  Qingtongxia,1818.2
新疆维吾尔自治区,Xinjiang,
  昌吉市,  Changji,7974
  阜康市,  Fukang,8219
  博乐市,  Bole,5947
  阿拉山口市,  Alashankou,1227
  库尔勒市,  Korla,6787
  阿克苏市,  Akesu,13584
  库车市,  Kuche,14529
  阿图什市,  Artux,16161
  喀什市,  Kashi,1001.4
  和田市,  Hetian,688.3
  伊宁市,  Yining,693.1
  奎屯市,  Kuitun,910
  霍尔果斯市,  Horgos,1909
  塔城市,  Tacheng,4356
  乌苏市,  Wusu,14376.3
  沙湾市,  Shawan,12460
  阿勒泰市,  Aletai,11320.2
  石河子市,  Shihezi,457
  阿拉尔市,  Alar,6756.9
  图木舒克市,  Tumushuke,3847.6
  五家渠市,  Wujiaqu,740
  北屯市,  Beitun,911.4
  铁门关市,  Tiemenguan,1952
  双河市,  Shuanghe,742
  可克达拉市,  Cocodala,980.9
  昆玉市,  Kunyu,2122.2
  胡杨河市,  Huyanghe,679.2
  新星市,  Xinxing,540
  白杨市,Baiyang,2034.4
