Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
3-5年末金融机构存贷款余额,,,
Deposits and Loans of National Banking System at Year-end,,,
,,,
单位：万元                                                                                        (10 000 yuan),,,
,,,
城 市,City,住户储蓄 存款余额 Household Saving Deposits,年末金融机构 各项贷款余额 Loans of Financial Institutions at Year-end
  余姚市,  Yuyao,18856826,27269844
  慈溪市,  Cixi,27181263,43002052
  瑞安市,  Rui'an,20421854,24930430
  乐清市,  Yueqing,19441716,25629258
  龙港市,  Longgang,2856712,8305670
  海宁市,  Haining,15491092,28615326
  平湖市,  Pinghu,8631550,20561248
  桐乡市,  Tongxiang,14069897,30812983
  诸暨市,  Zhuji,17205821,25817955
  嵊州市,  Shengzhou,8761738,13409114
  兰溪市,  Lanxi,6093013,10763813
  义乌市,  Yiwu,29398361,50138933
  东阳市,  Dongyang,13916001,19997442
  永康市,  Yongkang,13133643,17454072
  江山市,  Jiangshan,5886241,8170232
  温岭市,  Wenling,19934701,31564471
  临海市,  Linhai,12872910,21205146
  玉环市,  Yuhuan,8532040,12275441
  龙泉市,  Longquan,2575047,3507400
安徽省,Anhui,,
  巢湖市,  Chaohu,6700162,8619602
  无为市,  Wuwei,7010643,5807248
  桐城市,  Tongcheng,6449078,5173631
  潜山市,  Qianshan,3776200,2977300
  天长市,  Tianchang,5660734,7448394
  明光市,  Mingguang,3077650,3563568
  界首市,  Jieshou,4031939,4637034
  宁国市,  Ningguo,3334728,4625521
  广德市,  Guangde,3627407,5789246
福建省,Fujian,,
  福清市,  Fuqing,17415809,17560126
  永安市,  Yong'an,2373824,3229455
  石狮市,  Shishi,7500904,8942100
  晋江市,  Jinjiang,15022206,20505641
  南安市,  Nan'an,11879985,13599543
  邵武市,  Shaowu,2251800,2084897
  武夷山市,  Wuyishan,2062164,2270427
  建瓯市,  Jian'ou,3038400,2257800
  漳平市,  Zhangping,1462311,1873645
  福安市,"  Fu,an",2912274,6169588
  福鼎市,  Fuding,3258389,7041556
江西省,Jiangxi,,
  乐平市,  Leping,5271807,3963374
  瑞昌市,  Ruichang,2607005,3009698
  共青城市,  Gongqingcheng,1550882,2288070
  庐山市,  Lushan,1471442,2049423
  贵溪市,  Guixi,3378927,5811794
  瑞金市,  Ruijin,3261603,4147948
  龙南市,  Longnan,1845555,2819068
  井冈山市,  Jinggangshan,1236980,1683427
  丰城市,  Fengcheng,7156337,6724587
  樟树市,  Zhangshu,4840438,4811391
  高安市,  Gaoan,6425164,6616519
  德兴市,  Dexing,2522280,2670187
山东省,Shandong,,
  胶州市,  Jiaozhou,9730000,15905000
  平度市,  Pingdu,9952000,9585200
  莱西市,  Laixi,6105763,8149302
  滕州市,  Tengzhou,9687925,9110882
  龙口市,  Longkou,9744101,13498700
  莱阳市,  Laiyang,6217864,3669920
  莱州市,  Laizhou,10320661,4952696
  招远市,  Zhaoyuan,6384423,5020140
  栖霞市,  Qixia,4097129,1911018
  海阳市,  Haiyang,5667959,5552235
  青州市,  Qingzhou,10570050,8444056
  诸城市,  Zhucheng,9474794,10245771
  寿光市,  Shouguang,11908379,13324649
  安丘市,  Anqiu,6538231,6677703
  高密市,  Gaomi,7308001,8124873
  昌邑市,  Changyi,6048789,5064882
  曲阜市,  Qufu,4696590,3696880
  邹城市,  Zoucheng,7746797,11668294
  新泰市,  Xintai,9468120,7160454
  肥城市,  Feicheng,8174292,5746679
  荣成市,  Rongcheng,9792977,10786319
  乳山市,  Rushan,5504112,4222592
  乐陵市,  Laoling,3510681,3055003
  禹城市,  Yucheng,3493059,3393372
  临清市,  Linqing,5752255,3062768
  邹平市,  Zouping,5861983,8956400
河南省,Henan,,
  巩义市,  Gongyi,5479760,4640913
  荥阳市,  Xingyang,,
  新密市,  Xinmi,,4358990
  新郑市,  Xinzheng,6390568,7845813
  登封市,  Dengfeng,4335085,3418425
  舞钢市,  Wugang,2399261,2249941
  汝州市,  Ruzhou,4379402,3184101
  林州市,  Linzhou,7610129,4265547
  卫辉市,  Weihui,2432735,1324120
  辉县市,  Huixian,5257723,3509928
  长垣市,  Changyuan,7640894,5320278
  沁阳市,  Qinyang,2693542,2180988
  孟州市,  Mengzhou,2085459,1706546
  禹州市,  Yuzhou,5492558,4096805
  长葛市,  Changge,4346374,4057395
  义马市,  Yima,1365757,1141713
  灵宝市,  Lingbao,4119657,2608800
  邓州市,  Dengzhou,6282972,4104604
  永城市,  Yongcheng,7455310,5062053
  项城市,  Xiangcheng,5374319,2278365
  济源市,  Jiyuan,5639574,7265062
湖北省,Hubei,,
  大冶市,  Daye,4852000,7091600
  丹江口市,  Danjiangkou,3736110,3662435
  宜都市,  Yidu,3697886,4453856
  当阳市,  Dangyang,4285524,4242989
  枝江市,  Zhijiang,4418716,4590091
  老河口市,  Laohekou,3262446,3090209
  枣阳市,  Zaoyang,6910855,4753146
  宜城市,  Yicheng,3314514,3287660
  钟祥市,  Zhongxiang,7820376,4178050
  京山市,  Jingshan,4941646,3357004
  应城市,  Yingcheng,3959880,2798713
  安陆市,  Anlu,4094010,2811364
  汉川市,  Hanchuan,5511732,3831370
  石首市,  Shishou,3765354,2532429
  洪湖市,  Honghu,4044342,2691327
  松滋市,  Songzi,5379038,3325802
  监利市,  Jianli,5910950,3346658
  麻城市,  Macheng,6410542,4518076
  武穴市,  Wuxue,4988498,3680806
  赤壁市,  Chibi,3252108,3646863
  广水市,  Guangshui,5745900,3102113
  恩施市,  Enshi,4863416,7545100
  利川市,  Lichuan,3511990,2999746
  仙桃市,  Xiantao,10031624,6550732
  潜江市,  Qianjiang,8478700,6059300
  天门市,  Tianmen,9540217,5131819
湖南省,Hunan,,
  浏阳市,  Liuyang,5156000,1387000
  宁乡市,  Ningxiang,,
  醴陵市,  Liling,3883755,4678498
  湘乡市,  Xiangxiang,4751550,4090678
  韶山市,  Shaoshan,986342,1269357
  耒阳市,  Leiyang,5521221,3951388
  常宁市,  Changning,3857496,3029812
  武冈市,  Wugang,3346213,2212939
  邵东市,  Shaodong,6196887,4749159
  汨罗市,  Miluo,3204498,3912512
  临湘市,  Linxiang,2302659,2320449
  津市市,  Jinshi,1677284,1545812
  沅江市,  Yuanjiang,3280150,2893288
  资兴市,  Zixing,2505018,2115717
  祁阳市,  Qiyang,5062113,3263893
  洪江市,  Hongjiang,2432182,1585402
  冷水江市,  Lengshuijiang,2641200,2955800
  涟源市,  Lianyuan,3603641,3227856
  吉首市,  Jishou,3261600,5412801
广东省,Guangdong,,
  乐昌市,  Lechang,2237810,1442508
  南雄市,  Nanxiong,2006921,1317430
  台山市,  Taishan,7304223,7659866
  开平市,  Kaiping,7019921,6759185
  鹤山市,  Heshan,4972610,6626257
  恩平市,  Enping,3373549,2478414
  廉江市,  Lianjiang,5053259,3396749
  雷州市,  Leizhou,3589134,2602540
  吴川市,  Wuchuan,3636478,2428399
  高州市,  Gaozhou,6613049,4455995
  化州市,  Huazhou,4682418,3214037
  信宜市,  Xinyi,4732988,3544155
  四会市,  Sihui,4671700,7897000
  兴宁市,  Xingning,4124807,2950865
  陆丰市,  Lufeng,2136652,2398731
  阳春市,  Yangchun,4227832,3578452
  英德市,  Yingde,4649900,4511100
  连州市,  Lianzhou,2326049,1462792
  普宁市,  Puning,9151477,4312381
  罗定市,  Luoding,3997872,3100658
广西壮族自治区,Guangxi,,
  横州市,  Hengzhou,3910464,3337456
  荔浦市,  Lipu,1847861,2311398
  岑溪市,  Cenxi,2931919,3009150
  东兴市,  Dongxing,1562123,1537004
  桂平市,  Guiping,5680138,4858534
  北流市,  Beiliu,5054737,5243985
  靖西市,  Jingxi,1542328,1993410
  平果市,  Pingguo,1780207,2746519
  合山市,  Heshan,456414,472126
  凭祥市,  Pingxiang,956011,875835
海南省,Hainan,,
  五指山市,  Wuzhishan,773638,730368
  琼海市,  Qionghai,3752520,3147666
  文昌市,  Wenchang,3789250,2470733
  万宁市,  Wanning,2588200,2305137
  东方市,  Dongfang,1669159,1334902
四川省,Sichuan,,
  都江堰市,  Dujiangyan,7152899,4933136
  彭州市,  Pengzhou,7476212,7083448
  邛崃市,  Qionglai,5334353,5124163
  崇州市,  Chongzhou,6720358,4156394
  简阳市,  Jianyang,8882144,8251914
  广汉市,  Guanghan,5243548,5301995
  什邡市,  Shifang,3791486,2900629
  绵竹市,  Mianzhu,3732849,2948868
  江油市,  Jiangyou,6865166,5095338
  射洪市,  Shehong,5447600,4311200
  隆昌市,  Longchang,4235400,2517600
  峨眉山市,  Emeishan,4592262,3977619
  阆中市,  Langzhong,4871200,3252790
  华蓥市,  Huaying,2312699,1487158
  万源市,  Wanyuan,2370535,1612377
  马尔康市,  Maerkang,590174,1786781
  康定市,  Kangding,946187,2942482
  西昌市,  Xichang,11199079,8579638
  会理市,  Huili,2109412,1536121
贵州省,Guizhou,,
  清镇市,  Qingzhen,2504512,4795394
  盘州市,  Panzhou,4077100,6840600
  赤水市,  Chishui,1835286,2410621
  仁怀市,  Renhuai,,9660411
  黔西市,  Qianxi,,3351880
  兴义市,  Xingyi,4823384,11332813
  兴仁市,  Xingren,1216500,3112228
  凯里市,  Kaili,3777120,7709660
  都匀市,  Duyun,3143443,6066771
  福泉市,  Fuquan,1308738,3171309
云南省,Yunnan,,
  安宁市,  Anning,3819052,6947222
  宣威市,  Xuanwei,4226929,2798263
  澄江市,  Chengjiang,1134100,1277242
  腾冲市,  Tengchong,3247859,4050551
  水富市,  Shuifu,643590,1199466
  楚雄市,  Chuxiong,4014256,6570867
  禄丰市,  Lufeng,1769884,1776322
  个旧市,  Gejiu,2893517,3060733
  开远市,  Kaiyuan,2052808,2093362
  蒙自市,  Mengzi,3212712,6278646
  弥勒市,  Mile,2363106,3197909
  文山市,  Wenshan,3138062,5423075
  景洪市,  Jinghong,3858949,4900641
  大理市,  Dali,6698945,11804084
  瑞丽市,  Ruili,2118100,1973778
  芒市,  Mangshi,2063931,2747114
  泸水市,  Lushui,655531,1951923
  香格里拉市,  Shangri-la,1161533,2890866
西藏自治区,Xizang,,
 米林市,Milin,70287,328500
  错那市,Cuona,77565,96182
陕西省,Shaanxi,,
  兴平市,  Xingping,3465087,1604079
  彬州市,  Binzhou,2159926,1393766
  韩城市,  Hancheng,3604876,2713182
  华阴市,  Huayin,1406278,1068614
  子长市,  Zichang,1068192,855704
  神木市,  Shenmu,12594676,7384814
  旬阳市,  Xunyang,2502214,1407264
甘肃省,Gansu,,
  华亭市,  Huating,934900,1219000
  玉门市,  Yumen,928285,1411733
  敦煌市,  Dunhuang,2410392,2271769
  临夏市,  Linxia,2845249,2694036
  合作市,  Hezuo,698855,822210
青海省,Qinghai,,
  同仁市,  Tongren,418900,446200
  玉树市,  Yushu,211895,121480
  格尔木市,  Golmud,1958692,1982133
  德令哈市,  Delingha,866679,1655102
  茫崖市,  Mangya,241521,10881
宁夏回族自治区,Ningxia,,
  灵武市,  Lingwu,2114793,3116974
  青铜峡市,  Qingtongxia,1569504,1612300
新疆维吾尔自治区,Xinjiang,,
  昌吉市,  Changji,6300529,10716921
  阜康市,  Fukang,1601838,2716076
  博乐市,  Bole,2111635,3508688
  阿拉山口市,  Alashankou,65700,185300
  库尔勒市,  Korla,8540120,8093900
  阿克苏市,  Akesu,7007877,7943995
  库车市,  Kuche,1775538,2675359
  阿图什市,  Artux,778801,1192335
  喀什市,  Kashi,3819229,4518925
  和田市,  Hetian,1856200,1510800
  伊宁市,  Yining,4928183,9207764
  奎屯市,  Kuitun,3544763,4463918
  霍尔果斯市,  Horgos,163615,395145
  塔城市,  Tacheng,819110,1880000
  乌苏市,  Wusu,2023189,2086642
  沙湾市,  Shawan,1664750,1296020
  阿勒泰市,  Aletai,2145128,2376829
  石河子市,  Shihezi,5914014,4338110
  阿拉尔市,  Alar,,3671625
  图木舒克市,  Tumushuke,1456900,2961000
  五家渠市,  Wujiaqu,1440574,1820530
  北屯市,  Beitun,662684,763710
  铁门关市,  Tiemenguan,2636635,2662026
  双河市,  Shuanghe,1079887,1241167
  可克达拉市,  Cocodala,689160,1040741
  昆玉市,  Kunyu,,
  胡杨河市,  Huyanghe,,31228
  新星市,  Xinxing,,2312800
  白杨市,Baiyang,182311,81767
