Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
2-12对外经济贸易(全市),,,
,,,
Foreign Trade and Economic Cooperation (Total City),,,
,,,
单位：万元,,,(10 000 yuan)
城 市,City,货物进口额 Import Volume of Goods,货物出口额 Export Volume of Goods
  通化市,  Tonghua,104264,149413
  白山市,  Baishan,17951,69594
  松原市,  Songyuan,1997,106322
  白城市,  Baicheng,14181,311595
黑龙江省,Heilongjiang,,
  哈尔滨市,  Harbin,2824881,2128336
  齐齐哈尔市,  Qiqihar,395359,548889
  鸡西市,  Jixi,53800,977600
  鹤岗市,  Hegang,294373,13083
  双鸭山市,  Shuangyashan,92389,185139
  大庆市,  Daqing,13645535,721374
  伊春市,  Yichun,33383,50989
  佳木斯市,  Jiamusi,913107,348038
  七台河市,  Qitaihe,229,5513
  牡丹江市,  Mudanjiang,1526680,1710471
  黑河市,  Heihe,2137248,494948
  绥化市,  Suihua,257700,359498
上海市,Shanghai,247436650,173779406
江苏省,Jiangsu,,
  南京市,  Nanjing,23268158,33331228
  无锡市,  Wuxi,24072172,46581041
  徐州市,  Xuzhou,2101824,9974207
  常州市,  Changzhou,6852734,24983529
  苏州市,  Suzhou,94325060,150815900
  南通市,  Nantong,12105989,22896933
  连云港市,  Lianyungang,10015211,3593431
  淮安市,  Huai'an,1458830,3965530
  盐城市,  Yancheng,4371672,10151848
  扬州市,  Yangzhou,2043751,8513949
  镇江市,  Zhenjiang,2449004,7415066
  泰州市,  Taizhou,4062560,9381372
  宿迁市,  Suqian,619241,5587310
浙江省,Zhejiang,,
  杭州市,  Hangzhou,26910005,53387203
  宁波市,  Ningbo,44915041,82878237
  温州市,  Wenzhou,4825091,23393959
  嘉兴市,  Jiaxing,10723385,33374131
  湖州市,  Huzhou,1283540,14904326
  绍兴市,  Shaoxing,4144966,38102107
  金华市,  Jinhua,10668587,66306636
  衢州市,  Quzhou,2615786,4542285
  舟山市,  Zhoushan,24295633,11490063
  台州市,  Taizhou,2299496,25145338
  丽水市,  Lishui,642443,3129559
安徽省,Anhui,,
  合肥市,  Hefei,12610536,23270735
  芜湖市,  Wuhu,2400194,10347306
  蚌埠市,  Bengbu,616924,1162060
  淮南市,  Huainan,43760,1026417
  马鞍山市,  Ma'anshan,2127779,2227462
  淮北市,  Huaibei,103815,970357
  铜陵市,  Tongling,7085507,848069
  安庆市,  Anqing,883312,2701213
  黄山市,  Huangshan,109810,751929
  滁州市,  Chuzhou,635039,3458896
  阜阳市,  Fuyang,152573,1380193
  宿州市,  Suzhou,58158,603523
  六安市,  Lu'an,117889,912792
  亳州市,  Bozhou,59961,352090
  池州市,  Chizhou,1021606,355308
  宣城市,  Xuancheng,182701,1944041
福建省,Fujian,,
  福州市,  Fuzhou,9558924,26480306
  厦门市,  Xiamen,49959514,44744893
  莆田市,  Putian,3149213,3270245
  三明市,  Sanming,101000,1478000
  泉州市,  Quanzhou,7137687,18855202
  漳州市,  Zhangzhou,3609000,8573000
  南平市,  Nanping,54600,1253600
  龙岩市,  Longyan,2186118,2003215
  宁德市,  Ningde,4000165,11001501
江西省,Jiangxi,,
  南昌市,  Nanchang,3252850,7876228
  景德镇市,  Jingdezhen,275900,1028800
  萍乡市,  Pingxiang,121940,1510155
  九江市,  Jiujiang,1982462,4854658
  新余市,  Xinyu,3175312,2583089
  鹰潭市,  Yingtan,3303863,1059492
  赣州市,  Ganzhou,3779092,6091933
  吉安市,  Ji'an,944177,4366865
  宜春市,  Yichun,260070,2627604
  抚州市,  Fuzhou,146554,2185684
  上饶市,  Shangrao,446581,5099971
山东省,Shandong,,
  济南市,  Jinan,7875984,13734049
  青岛市,  Qingdao,40500155,47127856
  淄博市,  Zibo,4115874,6249887
  枣庄市,  Zaozhuang,335790,4795472
  东营市,  Dongying,18469581,6569446
  烟台市,  Yantai,19162253,26528765
  潍坊市,  Weifang,11007940,23023404
  济宁市,  Jining,1829362,7885616
  泰安市,  Tai'an,640725,3935116
  威海市,  Weihai,5051167,15016752
  日照市,  Rizhao,8666682,5063437
  临沂市,  Linyi,1481107,15348987
  德州市,  Dezhou,1220528,5766586
  聊城市,  Liaocheng,2305322,3607847
  滨州市,  Binzhou,5892584,6025043
  菏泽市,  Heze,3725766,3613652
河南省,Henan,,
  郑州市,  Zhengzhou,19532286,35692007
  开封市,  Kaifeng,177800,955400
  洛阳市,  Luoyang,458470,1941349
  平顶山市,  Pingdingshan,23306,546114
  安阳市,  Anyang,211000,547000
  鹤壁市,  Hebi,34000,710000
  新乡市,  Xinxiang,195000,1329000
  焦作市,  Jiaozuo,419000,1794000
  濮阳市,  Puyang,964000,796000
  许昌市,  Xuchang,343746,2372133
  漯河市,  Luohe,211000,477000
  三门峡市,  Sanmenxia,2058759,255065
  南阳市,  Nanyang,425056,1947572
  商丘市,  Shangqiu,148000,506000
  信阳市,  Xinyang,220600,385900
  周口市,  Zhoukou,446393,646343
  驻马店市,  Zhumadian,61008,725353
湖北省,Hubei,,
  武汉市,  Wuhan,14405613,21659031
  黄石市,  Huangshi,2858017,1955967
  十堰市,  Shiyan,60445,1742880
  宜昌市,  Yichang,649014,3745312
  襄阳市,  Xiangyang,557497,3863441
  鄂州市,  Ezhou,273068,317681
  荆门市,  Jingmen,459076,1169414
  孝感市,  Xiaogan,285308,1822937
  荆州市,  Jingzhou,334517,1840582
  黄冈市,  Huanggang,125810,1412589
  咸宁市,  Xianning,82905,1154621
  随州市,  Suizhou,22534,1127589
湖南省,Hunan,,
  长沙市,  Changsha,9146952,18968138
  株洲市,  Zhuzhou,555243,1402712
  湘潭市,  Xiangtan,1259900,2427800
  衡阳市,  Hengyang,1636174,2824849
  邵阳市,  Shaoyang,96578,2038858
  岳阳市,  Yueyang,5366563,1564885
  常德市,  Changde,545854,1276682
  张家界市,  Zhangjiajie,,29298
  益阳市,  Yiyang,113316,627816
  郴州市,  Chenzhou,1667297,2721497
  永州市,  Yongzhou,119666,4243781
  怀化市,  Huaihua,115000,921000
  娄底市,  Loudi,957000,776000
广东省,Guangdong,,
  广州市,  Guangzhou,44115267,65015649
  韶关市,  Shaoguan,1082104,872781
  深圳市,  Shenzhen,141586240,245520744
  珠海市,  Zhuhai,9399473,20223502
  汕头市,  Shantou,1263897,5134832
  佛山市,  Foshan,10901299,48752559
  江门市,  Jiangmen,3237214,14082851
  湛江市,  Zhanjiang,4969623,2036644
  茂名市,  Maoming,871000,490000
  肇庆市,  Zhaoqing,961230,2758567
  惠州市,  Huizhou,13739507,20354101
  梅州市,  Meizhou,217487,791721
  汕尾市,  Shanwei,744849,1318491
  河源市,  Heyuan,429851,1664853
  阳江市,  Yangjiang,718749,1446590
  清远市,  Qingyuan,3121636,2550387
  东莞市,  Dongguan,43626911,84608688
  中山市,  Zhongshan,3648000,22119000
  潮州市,  Chaozhou,522002,2011141
  揭阳市,  Jieyang,983997,1314139
  云浮市,  Yunfu,401258,768511
广西壮族自治区,Guangxi,,
  南宁市,  Nanning,6360189,6230454
  柳州市,  Liuzhou,1012000,2518000
  桂林市,  Guilin,98127,923247
  梧州市,  Wuzhou,1188128,364733
  北海市,  Beihai,2122395,1583241
  防城港市,  Fangchenggang,9009498,959741
  钦州市,  Qinzhou,6612092,975652
  贵港市,  Guigang,224751,270182
  玉林市,  Yulin,281000,437773
  百色市,  Baise,359700,2910859
  贺州市,  Hezhou,30787,274141
  河池市,  Hechi,276538,220596
  来宾市,  Laibin,22389,166313
  崇左市,  Chongzuo,5370966,18565796
海南省,Hainan,,
  海口市,  Haikou,4982705,2918230
  三亚市,  Sanya,2087985,334866
  三沙市,  Sansha,,
  儋州市,  Danzhou,7912958,2844407
重庆市,Chongqing,23552020,47821928
四川省,Sichuan,,
  成都市,  Chengdu,29511553,45386373
  自贡市,  Zigong,141042,456296
  攀枝花市,  Panzhihua,135940,409707
  泸州市,  Luzhou,702860,1506143
  德阳市,  Deyang,672154,1595725
  绵阳市,  Mianyang,822625,2035157
  广元市,  Guangyuan,32615,150227
  遂宁市,  Suining,599700,489400
  内江市,  Neijiang,116509,1008286
  乐山市,  Leshan,159400,541900
  南充市,  Nanchong,42808,1101736
  眉山市,  Meishan,384955,964562
  宜宾市,  Yibin,1349167,2292718
  广安市,  Guang'an,54572,418159
  达州市,  Dazhou,42352,996892
  雅安市,  Ya'an,470479,246025
  巴中市,  Bazhong,118003,12374
  资阳市,  Ziyang,117874,400564
贵州省,Guizhou,,
  贵阳市,  Guiyang,1992828,3803472
  六盘水市,  Liupanshui,117993,29973
  遵义市,  Zunyi,194779,656556
  安顺市,  Anshun,46700,77800
  毕节市,  Bijie,2000,53000
  铜仁市,  Tongren,200,33000
云南省,Yunnan,,
  昆明市,  Kunming,9071409,4396347
  曲靖市,  Qujing,61012,241190
  玉溪市,  Yuxi,211834,242594
  保山市,  Baoshan,1061576,179329
  昭通市,  Zhaotong,304,5273
  丽江市,  Lijiang,663,23003
  普洱市,  Pu'er,754770,221321
  临沧市,  Lincang,206258,202746
西藏自治区,Xizang,,
  拉萨市,  Lhasa,105596,446159
  日喀则市,  Xigazê,7100,535100
  昌都市,  Qamdo,22,86
  林芝市,  Nyingchi,37,88
  山南市,  Lhoka,1146,579
  那曲市,  Nagqu,,
陕西省,Shaanxi,,
  西安市,  Xi'an,12635971,23339960
  铜川市,  Tongchuan,33259,119898
  宝鸡市,  Baoji,309857,720872
  咸阳市,  Xianyang,640134,714041
  渭南市,  Weinan,67662,185923
  延安市,  Yan'an,167443,30942
  汉中市,  Hanzhong,118348,276969
  榆林市,  Yulin,91535,485792
  安康市,  Ankang,507,201144
  商洛市,  Shangluo,10900,160600
甘肃省,Gansu,,
  兰州市,  Lanzhou,703475,472615
  嘉峪关市,  Jiayuguan,137762,10592
  金昌市,  Jinchang,1592828,117972
  白银市,  Baiyin,1055970,68914
  天水市,  Tianshui,129000,213000
  武威市,  Wuwei,1345,62643
  张掖市,  Zhangye,2678,43236
  平凉市,  Pingliang,216,28058
  酒泉市,  Jiuquan,14518,149360
  庆阳市,  Qingyang,1758,13393
  定西市,  Dingxi,29150,12460
  陇南市,  Longnan,258,38788
青海省,Qinghai,,
  西宁市,  Xining,188621,199714
  海东市,  Haidong,681,37883
宁夏回族自治区,Ningxia,,
  银川市,  Yinchuan,419639,882330
  石嘴山市,  Shizuishan,83852,405265
  吴忠市,  Wuzhong,14093,42337
  固原市,  Guyuan,10466,15354
  中卫市,  Zhongwei,27926,152856
新疆维吾尔自治区,Xinjiang,,
  乌鲁木齐市,  Urumqi,1545756,5455475
  克拉玛依市,  Karamay,12222,156049
  吐鲁番市,  Turpan,469,49427
  哈密市,  Hami,59738,24485
