Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
2-28邮政、电信业发展情况(全市),,,,
,,,,
Development of Postal and Telecommunications Industry (Total City),,,,
,,,,
城 市,City,邮政行业业务收入 (万元) Revenue from Postal Services (10 000 yuan),电信业务收入 (万元) Revenue from Telecommunication Services (10 000 yuan),移动电话 年末用户数 (万户) Number of Subscribers of Mobile Telephones at Year-end (10 000 households)
  永州市,  Yongzhou,129228,335196,500
  怀化市,  Huaihua,134778,3383362,442
  娄底市,  Loudi,119947,306000,438
广东省,Guangdong,,,
  广州市,  Guangzhou,9634200,4520500,3324
  韶关市,  Shaoguan,129695,271915,329
  深圳市,  Shenzhen,8529464,4474000,2970
  珠海市,  Zhuhai,286551,517000,397
  汕头市,  Shantou,1584632,623433,660
  佛山市,  Foshan,2243900,1605624,1291
  江门市,  Jiangmen,379800,606000,564
  湛江市,  Zhanjiang,262025,693000,728
  茂名市,  Maoming,275785,493159,627
  肇庆市,  Zhaoqing,325600,409000,428
  惠州市,  Huizhou,689797,869000,747
  梅州市,  Meizhou,176000,353000,411
  汕尾市,  Shanwei,169179,226866,263
  河源市,  Heyuan,107726,272000,273
  阳江市,  Yangjiang,217002,269645,279
  清远市,  Qingyuan,165354,396264,418
  东莞市,  Dongguan,3791302,2104160,1678
  中山市,  Zhongshan,,,702
  潮州市,  Chaozhou,427289,264000,282
  揭阳市,  Jieyang,3123953,466909,584
  云浮市,  Yunfu,90900,215828,234
广西壮族自治区,Guangxi,,,
  南宁市,  Nanning,723054,1115000,1263
  柳州市,  Liuzhou,217099,412909,535
  桂林市,  Guilin,172530,409932,627
  梧州市,  Wuzhou,96443,199865,316
  北海市,  Beihai,61791,216000,243
  防城港市,  Fangchenggang,35607,104000,137
  钦州市,  Qinzhou,80721,23,357
  贵港市,  Guigang,121355,273346,453
  玉林市,  Yulin,168011,495061,619
  百色市,  Baise,70403,316000,410
  贺州市,  Hezhou,42972,142312,229
  河池市,  Hechi,73596,279681,398
  来宾市,  Laibin,42893,163332,252
  崇左市,  Chongzuo,58347,178579,251
海南省,Hainan,,,
  海口市,  Haikou,237232,634553,414
  三亚市,  Sanya,65815,,144
  三沙市,  Sansha,,,
  儋州市,  Danzhou,24570,83280,98
重庆市,Chongqing,2227002,3475342,4305
四川省,Sichuan,,,
  成都市,  Chengdu,2423577,2988571,2959
  自贡市,  Zigong,117832,193671,279
  攀枝花市,  Panzhihua,72484,109827,154
  泸州市,  Luzhou,163931,411471,528
  德阳市,  Deyang,252275,304754,434
  绵阳市,  Mianyang,185800,397897,572
  广元市,  Guangyuan,73802,203794,266
  遂宁市,  Suining,109834,197776,285
  内江市,  Neijiang,103945,234358,320
  乐山市,  Leshan,105403,280489,415
  南充市,  Nanchong,255428,413872,690
  眉山市,  Meishan,182255,371350,384
  宜宾市,  Yibin,137393,398994,543
  广安市,  Guang'an,99610,216875,329
  达州市,  Dazhou,151300,121746,495
  雅安市,  Ya'an,55284,144740,181
  巴中市,  Bazhong,91518,262094,290
  资阳市,  Ziyang,96055,176037,256
贵州省,Guizhou,,,
  贵阳市,  Guiyang,280422,989000,787
  六盘水市,  Liupanshui,69228,257000,362
  遵义市,  Zunyi,239000,611000,781
  安顺市,  Anshun,58153,275000,276
  毕节市,  Bijie,119000,504000,682
  铜仁市,  Tongren,79700,291000,394
云南省,Yunnan,,,
  昆明市,  Kunming,743998,1291697,1181
  曲靖市,  Qujing,89737,448624,580
  玉溪市,  Yuxi,44612,195891,234
  保山市,  Baoshan,53614,221423,260
  昭通市,  Zhaotong,76426,418919,449
  丽江市,  Lijiang,36059,131680,138
  普洱市,  Pu'er,43723,267367,270
  临沧市,  Lincang,40356,237409,242
西藏自治区,Xizang,,,
  拉萨市,  Lhasa,61300,240522,113
  日喀则市,  Xigazê,6700,106413,68
  昌都市,  Qamdo,5120,19231,48
  林芝市,  Nyingchi,10231,54912,23
  山南市,  Lhoka,7087,68696,33
  那曲市,  Nagqu,4929,58737,36
陕西省,Shaanxi,,,
  西安市,  Xi'an,1641714,1861319,1838
  铜川市,  Tongchuan,25489,75646,87
  宝鸡市,  Baoji,123300,318700,393
  咸阳市,  Xianyang,305233,404346,550
  渭南市,  Weinan,149900,386400,527
  延安市,  Yan'an,81500,256394,176
  汉中市,  Hanzhong,143200,265898,354
  榆林市,  Yulin,114400,413012,446
  安康市,  Ankang,85709,219397,275
  商洛市,  Shangluo,54300,144084,199
甘肃省,Gansu,,,
  兰州市,  Lanzhou,285500,622620,666
  嘉峪关市,  Jiayuguan,15041,48200,54
  金昌市,  Jinchang,17148,53538,66
  白银市,  Baiyin,38738,121480,162
  天水市,  Tianshui,90794,185371,309
  武威市,  Wuwei,42600,119607,212
  张掖市,  Zhangye,31190,98856,91
  平凉市,  Pingliang,39757,135450,194
  酒泉市,  Jiuquan,35800,117164,138
  庆阳市,  Qingyang,62400,213200,247
  定西市,  Dingxi,49900,196146,265
  陇南市,  Longnan,48393,194729,247
青海省,Qinghai,,,
  西宁市,  Xining,118300,381768,323
  海东市,  Haidong,23170,92723,144
宁夏回族自治区,Ningxia,,,
  银川市,  Yinchuan,201700,375881,399
  石嘴山市,  Shizuishan,21447,65833,99
  吴忠市,  Wuzhong,31411,105000,166
  固原市,  Guyuan,22800,74000,126
  中卫市,  Zhongwei,21301,168000,122
新疆维吾尔自治区,Xinjiang,,,
  乌鲁木齐市,  Urumqi,58487,827881,595
  克拉玛依市,  Karamay,20299,72508,67
  吐鲁番市,  Turpan,16080,53242,72
  哈密市,  Hami,27650,102004,83
