Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2-7地区生产总值构成,,,,,,,
,,,,,,,
Composition of Gross Regional Product,,,,,,,
,,,,,,,
单位：%,,,,,,,
城 市,City,第一产业占 地区生产总值的比重 Primary Industry as Percentage to GRP,,第二产业占 地区生产总值的比重 Secondary Industry as Percentage to GRP,,第三产业占 地区生产总值的比重 Tertiary Industry as Percentage to GRP,
,,全市 Total City,市辖区 Districts under City,全市 Total City,市辖区 Districts under City,全市 Total City,市辖区 Districts under City
  东营市,  Dongying,5.01,3.48,57.01,55.66,37.98,40.86
  烟台市,  Yantai,6.85,4.57,42.10,41.85,51.05,53.58
  潍坊市,  Weifang,8.87,2.99,40.60,44.23,50.53,52.77
  济宁市,  Jining,11.38,4.58,37.59,42.56,51.03,52.86
  泰安市,  Tai'an,10.89,7.21,40.61,33.99,48.51,58.79
  威海市,  Weihai,10.49,6.35,37.90,42.09,51.61,51.56
  日照市,  Rizhao,9.14,7.45,39.08,40.19,51.78,52.36
  临沂市,  Linyi,8.67,1.87,38.89,39.27,52.44,58.86
  德州市,  Dezhou,9.93,3.97,40.14,42.83,49.93,53.20
  聊城市,  Liaocheng,14.14,6.73,37.03,41.35,48.83,51.92
  滨州市,  Binzhou,9.72,7.50,41.70,36.87,48.58,55.63
  菏泽市,  Heze,9.46,6.06,40.31,37.25,50.24,56.69
河南省,Henan,,,,,,
  郑州市,  Zhengzhou,1.26,0.10,39.46,28.71,59.28,71.19
  开封市,  Kaifeng,14.22,8.40,35.70,30.88,50.08,60.71
  洛阳市,  Luoyang,3.91,1.71,39.02,39.73,57.07,58.55
  平顶山市,  Pingdingshan,7.51,0.67,41.74,50.63,50.75,48.70
  安阳市,  Anyang,8.95,1.60,41.31,46.95,49.74,51.45
  鹤壁市,  Hebi,7.24,4.07,52.58,52.97,40.18,42.95
  新乡市,  Xinxiang,8.85,0.65,42.44,41.63,48.71,57.72
  焦作市,  Jiaozuo,6.02,1.08,38.59,38.59,55.39,60.33
  濮阳市,  Puyang,11.00,3.52,35.90,42.39,53.10,54.09
  许昌市,  Xuchang,6.69,3.72,43.20,40.01,50.11,56.27
  漯河市,  Luohe,8.77,6.40,39.79,41.30,51.44,52.31
  三门峡市,  Sanmenxia,10.79,6.33,42.96,40.73,46.25,52.95
  南阳市,  Nanyang,16.10,6.60,28.78,27.72,55.12,65.67
  商丘市,  Shangqiu,18.91,15.85,32.55,30.49,48.54,53.67
  信阳市,  Xinyang,15.90,10.83,31.31,33.29,52.79,55.89
  周口市,  Zhoukou,17.27,11.35,32.93,34.13,49.80,54.52
  驻马店市,  Zhumadian,16.71,5.08,33.97,39.32,49.32,55.60
湖北省,Hubei,,,,,,
  武汉市,  Wuhan,2.37,2.37,33.98,33.98,63.64,63.64
  黄石市,  Huangshi,6.73,0.76,45.22,44.54,48.05,54.70
  十堰市,  Shiyan,9.74,3.26,36.50,39.07,53.76,57.67
  宜昌市,  Yichang,10.57,4.64,39.61,4035,49.81,55.00
  襄阳市,  Xiangyang,9.91,5.44,42.45,47.07,47.65,47.48
  鄂州市,  Ezhou,9.49,9.49,39.51,39.51,51.01,51.01
  荆门市,  Jingmen,13.37,4.91,38.57,47.34,48.05,47.74
  孝感市,  Xiaogan,13.94,8.33,38.66,34.60,47.40,57.08
  荆州市,  Jingzhou,19.26,8.21,34.41,38.02,46.33,53.78
  黄冈市,  Huanggang,19.81,5.95,32.05,38.50,48.13,55.55
  咸宁市,  Xianning,14.17,9.37,32.68,37.20,53.15,53.44
  随州市,  Suizhou,14.31,6.36,41.42,40.19,44.27,53.45
湖南省,Hunan,,,,,,
  长沙市,  Changsha,3.15,0.87,37.44,32.56,59.41,66.57
  株洲市,  Zhuzhou,7.53,3.12,44.00,45.83,48.47,51.05
  湘潭市,  Xiangtan,6.66,1.78,50.38,50.06,42.96,48.17
  衡阳市,  Hengyang,11.01,1.32,33.07,32.17,55.92,66.51
  邵阳市,  Shaoyang,15.97,3.26,32.86,42.21,51.17,54.53
  岳阳市,  Yueyang,9.96,2.97,39.39,41.67,50.65,55.37
  常德市,  Changde,11.25,4.93,38.87,46.52,49.88,48.56
  张家界市,  Zhangjiajie,14.38,9.82,11.59,8.82,74.03,81.36
  益阳市,  Yiyang,16.55,9.42,43.59,52.37,39.86,38.21
  郴州市,  Chenzhou,10.46,4.32,38.59,37.98,50.95,57.70
  永州市,  Yongzhou,17.69,14.10,32.44,32.37,49.87,53.53
  怀化市,  Huaihua,14.48,2.97,29.02,20.97,56.51,76.06
  娄底市,  Loudi,11.30,3.70,38.30,47.90,50.40,48.40
广东省,Guangdong,,,,,,
  广州市,  Guangzhou,1.05,1.05,25.62,25.62,73.34,73.34
  韶关市,  Shaoguan,14.73,5.16,34.50,38.98,50.77,55.87
  深圳市,  Shenzhen,0.07,0.07,37.61,37.61,62.32,62.32
  珠海市,  Zhnhai,1.65,1.65,44.22,44.22,54.13,54.13
  汕头市,  Shantou,4.50,4.16,48.23,48.60,47.27,47.24
  佛山市,  Foshan,1.72,1.72,56.60,56.60,41.68,41.68
  江门市,  Jiangmen,8.63,3.97,46.12,46.29,45.25,49.74
  湛江市,  Zhanjiang,18.63,4.37,38.34,52.48,43.02,43.15
  茂名市,  Maoming,18.19,10.47,33.76,44.58,48.05,44.96
  肇庆市,  Zhaoqing,17.87,9.07,41.34,49.11,40.79,41.82
  惠州市,  Huizhou,5.25,1.92,54.44,58.85,40.31,39.23
  梅州市,  Meizhou,18.89,12.88,31.53,38.88,49.58,48.25
  汕尾市,  Shanwei,13.45,11.48,39.41,36.16,47.14,52.36
  河源市,  Heyuan,12.80,0.66,37.02,47.64,50.18,51.71
  阳江市,  Yangjiang,16.17,12.66,38.06,42.15,45.77,45.19
  清远市,  Qingyuan,16.18,8.71,38.16,43.56,45.66,47.73
  东莞市,  Dongguan,0.32,,56.64,,43.05,
  中山市,  Zhongshan,2.44,,51.05,,46.50,
  潮州市,  Chaozhou,9.71,4.06,46.73,51.30,43.56,44.63
  揭阳市,  Jieyang,9.41,5.50,37.37,37.22,53.22,57.29
  云浮市,  Yunfu,18.43,9.85,32.08,40.02,49.49,50.12
广西壮族自治区,Guangxi,,,,,,
  南宁市,  Nanning,11.64,7.62,21.84,21.78,66.52,70.59
  柳州市,  Liuzhou,9.59,3.68,39.56,43.61,50.85,52.72
  桂林市,  Guilin,26.20,7.01,19.75,24.95,54.04,68.03
  梧州市,  Wuzhou,14.84,3.80,40.33,44.34,44.83,51.86
  北海市,  Beihai,14.00,8.58,45.47,51.29,40.53,40.13
  防城港市,  Fangchenggang,12.68,8.59,53.59,60.22,33.73,31.20
  钦州市,  Qinzhou,17.97,13.14,32.95,41.45,49.08,45.41
  贵港市,  Guigang,18.30,12.61,32.08,43.27,49.62,44.12
  玉林市,  Yulin,19.53,8.65,27.03,28.57,53.44,62.77
  百色市,  Baise,17.89,15.53,45.92,42.39,36.19,42.08
  贺州市,  Hezhou,18.28,13.29,38.46,43.96,43.26,42.75
  河池市,  Hechi,23.43,22.37,27.69,21.58,48.87,56.06
  来宾市,  Laibin,21.25,15.42,34.08,39.54,44.67,45.04
  崇左市,  Chongzuo,19.23,14.77,37.68,34.09,43.08,51.15
海南省,Hainan,,,,,,
  海口市,  Haikou,4.39,4.39,18.36,18.36,77.26,77.26
  三亚市,  Sanya,11.42,11.42,13.66,13.66,74.93,74.93
  三沙市,  Sansha,,,,,,
  儋州市,  Danzhou,15.91,,28.50,,55.59,
重庆市,Chongqing,6.88,5.75,38.81,39.31,54.31,54.94
四川省,Sichuan,,,,,,
  成都市,  Chengdu,2.69,0.92,28.86,26.89,68.44,72.19
  自贡市,  Zigong,14.84,8.40,33.59,34.71,51.57,56.89
  攀枝花市,  Panzhihua,8.84,4.46,55.02,57.28,36.14,38.26
  泸州市,  Luzhou,10.32,5.37,48.90,52.18,40.78,42.44
  德阳市,  Deyang,10.08,6.67,47.16,46.80,42.76,46.53
  绵阳市,  Mianyang,9.74,4.98,39.59,42.57,50.67,52.45
  广元市,  Guangyuan,18.23,10.09,37.08,43.37,44.69,46.54
  遂宁市,  Suining,12.91,9.78,45.66,42.67,41.43,47.55
  内江市,  Neijiang,16.46,14.57,31.08,24.82,52.46,60.62
  乐山市,  Leshan,12.60,8.17,42.27,49.77,45.14,42.05
  南充市,  Nanchong,18.54,12.90,34.71,34.74,46.75,52.36
  眉山市,  Meishan,14.01,10.27,39.17,42.80,46.82,46.93
  宜宾市,  Yibin,10.62,6.42,49.62,57.39,39.76,36.18
  广安市,  Guang'an,16.38,13.43,30.42,27.94,53.20,58.62
  达州市,  Dazhou,16.58,10.32,33.73,33.88,49.69,55.80
  雅安市,  Ya'an,17.20,16.71,31.41,29.75,51.38,53.54
  巴中市,  Bazhong,25.02,21.34,22.63,20.48,52.35,58.17
  资阳市,  Ziyang,19.29,14.55,29.41,33.98,51.30,51.46
贵州省,Guizhou,,,,,,
  贵阳市,  Guiyang,4.03,1.41,35.02,34.11,60.95,64.48
  六盘水市,  Liupanshui,11.88,8.66,44.15,42.19,43.96,49.15
  遵义市,  Zunyi,12.05,10.68,47.69,32.70,40.27,56.62
  安顺市,  Anshun,18.36,13.11,27.04,31.80,54.60,55.10
  毕节市,  Bijie,24.07,18.29,25.23,23.84,50.70,57.87
  铜仁市,  Tongren,22.32,10.10,22.90,32.71,54.77,57.19
云南省,Yunnan,,,,,,
  昆明市,  Kunming,4.49,1.39,29.01,26.68,66.49,71.93
  曲靖市,  Qujing,13.94,6.54,40.74,48.23,45.32,45.23
  玉溪市,  Yuxi,10.11,4.62,42.81,56.17,47.08,39.21
  保山市,  Baoshan,23.57,19.91,36.45,34.45,39.98,45.64
  昭通市,  Zhaotong,15.81,9.15,41.61,45.13,42.58,45.72
  丽江市,  Lijiang,13.11,3.64,35.24,21.00,51.65,75.35
  普洱市,  Pu'er,25.00,10.14,22.94,26.89,52.06,62.97
  临沧市,  Lincang,31.08,16.39,24.27,19.00,44.65,64.61
西藏自治区,Xizang,,,,,,
  拉萨市,  Lhasa,3.58,1.67,39.39,32.40,57.03,65.92
  日喀则市,  Xigazê,16.02,6.47,32.48,27.43,51.50,66.10
  昌都市,  Qamdo,12.71,6.12,40.41,33.55,46.88,60.34
  林芝市,  Nyingchi,6.59,2.31,34.64,34.27,58.76,63.42
  山南市,  Lhoka,5.66,3.21,47.87,37.05,46.48,59.74
  那曲市,  Nagqu,16.37,7.74,26.30,34.49,57.33,57.77
陕西省,Shaanxi,,,,,,
  西安市,  Xi'an,2.71,2.10,34.53,34.88,62.77,63.01
  铜川市,  Tongchuan,7.26,6.14,47.70,48.01,45.04,45.86
  宝鸡市,  Baoji,9.12,4.61,56.35,59.07,34.53,36.32
  咸阳市,  Xianyang,14.73,1.82,46.19,47.96,39.08,50.21
  渭南市,  Weinan,20.81,13.99,34.83,32.98,44.36,53.03
  延安市,  Yan'an,10.53,7.75,61.01,46.82,28.46,45.43
  汉中市,  Hanzhong,16.15,10.10,37.23,35.07,46.62,54.83
  榆林市,  Yulin,4.44,2.78,72.18,70.69,23.39,26.52
  安康市,  Ankang,15.00,11.48,37.70,29.57,47.30,58.95
  商洛市,  Shangluo,15.52,11.91,28.15,28.38,56.33,59.71
甘肃省,Gansu,,,,,,
  兰州市,  Lanzhou,2.10,0.86,32.13,28.41,65.77,70.73
  嘉峪关市,  Jiayuguan,1.86,,64.89,,33.25,
  金昌市,  Jinehang,6.15,2.59,71.07,80.41,22.78,17.01
  白银市,  Baiyin,18.56,3.89,39.33,51.74,42.11,44.37
  天水市,  Tianshui,20.13,9.64,25.40,35.81,54.47,54.56
  武威市,  Wuwei,32.81,26.90,18.06,17.61,49.12,55.49
  张掖市,  Zhangye,29.34,25.04,19.66,15.64,51.00,59.31
  平凉市,  Pingliang,24.53,14.21,28.57,24.47,46.91,61.31
  酒泉市,  Jiuquan,16.66,16.88,44.44,27.67,38.91,55.45
  庆阳市,  Qingyang,12.41,2.82,54.04,47.09,33.55,50.09
  定西市,  Dingxi,20.61,15.88,17.64,19.51,61.76,64.61
  陇南市,  Longnan,19.24,19.69,26.12,11.51,54.64,68.80
青海省,Qinghai,,,,,,
  西宁市,  Xining,3.61,2.07,38.45,36.42,57.93,61.50
  海东市,  Haidong,16.13,13.16,35.20,33.73,48.68,53.11
宁夏回族自治区,Ningxia,,,,,,
  银川市,  Yinchuan,3.70,1.57,48.51,33.81,47.78,64.62
  石嘴山市,  Shizuishan,6.08,2.41,53.20,53.63,40.72,43.96
  吴忠市,  Wuzhong,13.71,12.09,49.94,42.18,36.35,45.73
  固原市,  Guyuan,18.42,14.65,21.12,15.98,60.46,69.37
  中卫市,  Zhongwei,13.86,14.31,45.62,44.98,40.52,40.70
新疆维吾尔自治区,Xinjiang,,,,,,
  乌鲁木齐市,  Urumqi,0.79,0.60,27.51,27.56,71.70,71.84
  克拉玛依市,  Karamay,1.78,1.78,69.52,69.52,28.70,28.70
  吐鲁番市,  Turpan,13.63,23.12,54.04,20.22,32.34,56.66
  哈密市,  Hami,4.93,5.40,67.51,57.26,27.56,37.35
